customer_tweet_id,customer_text,historical_brand_reply,predicted_intent,confidence,best_similarity,retrieved_count,action,decision_reason,retrieved_reply
1168852,@AppleSupport Mail app. Also having problem iMessaging pictures.,"@394936 Which accounts do you use in Mail? Also, what issues are you having with pictures in iMessage? Let us know via DM. https://t.co/GDrqU2kzhr",app_or_itunes_issue,0.4841,1.0,6,ESCALATE,Low intent confidence,"@394936 Which accounts do you use in Mail? Also, what issues are you having with pictures in iMessage? Let us know via DM. https://t.co/GDrqU2kzhr"
869460,"@115858 iOS 11 is hot garbage. Ever since my phone updated, my cell data doesn’t work about 90% of the time. Might as well be an iPod",@240577 We're here for you. Have you tried these steps: https://t.co/5KootZbxj1,software_update_issue,0.9012,0.2944,8,ESCALATE,Low historical similarity,@208156 Thanks for bringing this to our attention! When did you first notice this issue? Does it persist after a restart?
866254,@AppleSupport Yes. Also tried logging off and on Apple Music,"@325688 Have you been able to remove the app and re-install like so: https://t.co/fsBJsLJWMK If no, let's do so, please",app_or_itunes_issue,0.7597,1.0,1,AUTO-HANDLE,High-confidence historical match,"@325688 Have you been able to remove the app and re-install like so: https://t.co/fsBJsLJWMK If no, let's do so, please"
1924509,@115858 what the fuck did y’all do to my phone,@572845 We want you to be able to use your iPhone. DM us more details here: https://t.co/GDrqU22YpT,other,0.7085,0.6111,17,ESCALATE,Intent is too broad or unclear,"@592799 We want to help you. Try out the steps in this article: https://t.co/xU1AGHStV6
If you need more help, send us a DM. https://t.co/GDrqU22YpT"
2378163,I’m so disappointed in #Apple @AppleSupport. It’s been like 2 weeks and y’all haven’t fixed this letter issue. Yet still pushing new phones. SMH. 🙄,"@477757 We'd love to help. Can you DM us your complete software version from Settings &gt; General &gt; About, next to version? https://t.co/GDrqU22YpT",general_support,0.1952,0.2657,8,ESCALATE,Intent is too broad or unclear,"@765469 Please make sure you iPhone is updated to iOS 11.1.1 or later. If the issue is persisting, send us a DM so we can look into the situation further. https://t.co/GDrqU22YpT"
2625359,"@AppleSupport Thank you. I appreciate that. Yes, both with my iPhone and Macbook Pro. All fine now with iPhone and now through iCloud, but not mail.","@741580 Let's look into this a little further. Please send us a DM, then we'll go from there. https://t.co/GDrqU22YpT",general_support,0.316,1.0,20,ESCALATE,Intent is too broad or unclear,"@741580 Let's look into this a little further. Please send us a DM, then we'll go from there. https://t.co/GDrqU22YpT"
594646,@115858 when is I️ going to get fixed,@260883 You can update to the newest version iOS 11.1.2.  You want to make sure to back up your iPhone before updating. This article explains how: https://t.co/4f8hwT5to6,other,0.5623,0.4877,13,ESCALATE,Intent is too broad or unclear,@573721 That's interesting. We'd be happy to look into this with you. Shoot us a DM with any details you have and we'll go from there. https://t.co/GDrqU22YpT
2154638,@AppleSupport literally gunna flip out. I just want ios11 https://t.co/KHRr5NRKbQ,@633027 We'll take care of you. Try the steps here and you should be able to update: https://t.co/C9OOWWt6B5,general_support,0.2645,0.2629,5,ESCALATE,Intent is too broad or unclear,"@170334 To use your passcode to unlock your iPhone and not Touch ID, go to Settings &gt;  Touch ID &amp; Passcode. You can then turn off iPhone Unlock under the section "" Use Touch ID For""."
2925653,"@115858 What MacBook should I get for my 11 Year old sister? She really loves Apple products. (She already owns about 3 chargers, a iPad Air 2, a IPhone 7 and airpods)",@809495 Our Sales team can help. Reach out here:  https://t.co/8yjRd1Xo0i,battery_issue,0.2676,0.2558,3,ESCALATE,Low intent confidence,"@361909 We'd like to look into this for you. DM us which country you're in, and we'll take it from there. https://t.co/GDrqU22YpT"
2484324,dh mmg henset aku kena air sikit je bodoh..kata water resist..apa salahnya ko bagi je la repair kt apple tu..bukan rugi pon company @115858 @AppleSupport,@709720 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,general_support,0.2842,0.2448,9,ESCALATE,Intent is too broad or unclear,@453712 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
2112966,Hey @AppleSupport Are you planning on fixing this I️ problem anytime soon?  Makes me miss my @122609 https://t.co/zDGuKH4Qqm,@157191 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXefaskH,general_support,0.2696,0.4559,7,ESCALATE,Intent is too broad or unclear,@707852 What issue are you referring to? Let us know so we can help out.
1877182,"@560357 @115858 Too many UI bugs in ios11. Camera app, music app, homescreen!!",@560356 That’s not what we’d like to hear. Can you help us get started by letting us know more about the issue via DM? https://t.co/GDrqU22YpT,app_or_itunes_issue,0.8888,1.0,12,AUTO-HANDLE,High-confidence historical match,@560356 That’s not what we’d like to hear. Can you help us get started by letting us know more about the issue via DM? https://t.co/GDrqU22YpT
2477686,iPhone7 gets very hot n battery is getting drained quickly @115858 @2531 how to resolve my problem,@708184 We can help out with both issues. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,battery_issue,0.7084,1.0,11,AUTO-HANDLE,High-confidence historical match,@708184 We can help out with both issues. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT
2076090,".@AppleSupport Thanks for iOS11, it has taken away all functionality of my phone w/ a constant reboot. At least I have new nightlight. https://t.co/s8kP5DJelM",@614004 This is not the experience we want for you with our new update. Let's look into this together in DM here: https://t.co/GDrqU22YpT,performance_freezing,0.3287,0.0,0,ESCALATE,Device-specific troubleshooting required,
1275110,Anyone else upgraded to the latest @115858 software update? Draining iPhone6 battery like nothing I’ve ever known! Anyone else or just me?,@418479 Let's look into this together. Send us a DM by clicking on the link below. We'll go from there. https://t.co/GDrqU22YpT,battery_issue,0.7817,1.0,12,AUTO-HANDLE,High-confidence historical match,@418479 Let's look into this together. Send us a DM by clicking on the link below. We'll go from there. https://t.co/GDrqU22YpT
1268368,@AppleSupport My 7 is having issues with update. No time on home screen sometimes &amp; screen locks landscape. What’s the fix?,@416977 Thanks for reaching out. We've received your DM and will follow up with you there shortly.,device_functionality_issue,0.576,1.0,9,ESCALATE,Device-specific troubleshooting required,@416977 Thanks for reaching out. We've received your DM and will follow up with you there shortly.
1433677,I’m tryna figure out why tf my phone doesn’t want to update @115858,"@452874 Keeping your iPhone up-to-date is important; we'll do all we can to help. To start, what type of iPhone do you have?",software_update_issue,0.5901,0.3161,10,ESCALATE,Low intent confidence,@202922 We're here to help. Send us a DM and we can look into this for you. https://t.co/GDrqU22YpT
1199334,@AppleSupport can y’all PLEASE fix this stupid changing the I to that A! symbol,"@401786 We'll do everything we can to help. Take a look at this: https://t.co/xXaXeeSRt9

Let us know via DM if the issue persists. https://t.co/GDrqU22YpT",general_support,0.3424,1.0,13,ESCALATE,Intent is too broad or unclear,"@401786 We'll do everything we can to help. Take a look at this: https://t.co/xXaXeeSRt9

Let us know via DM if the issue persists. https://t.co/GDrqU22YpT"
955019,"@AppleSupport I have the iPhone 7 Plus, and yes, I’m on 11.0.3",@346591 Let's look into this further. DM us any error you may be getting and we'll get started. https://t.co/GDrqU22YpT,general_support,0.2798,0.7144,13,ESCALATE,Intent is too broad or unclear,@344490 OK. We'd like to take a closer look at this. DM us and we can go from there. https://t.co/GDrqU22YpT
2355958,@AppleSupport Yeah that doesn’t help me when i don’t want it sent to phone at all. Don’t want mail and texts to both places. This is all notifications as opposed to the actual info. I dont want my mail using space &amp; being on watch,"@128101 Got it, There currently isn't a way to remove an account from Apple Watch that's on it's paired iPhone. If you'd like to submit feedback or a suggestion you can do so here: https://t.co/eTPVYVFyd8",device_functionality_issue,0.329,0.2961,3,ESCALATE,Device-specific troubleshooting required,"@309935 Got it! Although we can't stop the notification, knowing how to manage your iCloud storage might help. https://t.co/7vNd2QAL5s"
1896413,"@AppleSupport My brother's iPhone 6 during charing, the battery was cought fire. https://t.co/NdpG4WMcBH","@565239 We take this matter very seriously, and we'll be happy to look into it. Can you DM us what country you are in? https://t.co/GDrqU22YpT",battery_issue,0.9509,0.2745,1,ESCALATE,Low historical similarity,@375742 We how important it is to have your device performing as expected. Let's look into this in DM here: https://t.co/GDrqU22YpT
898216,"@AppleSupport Tried restarting &amp; updating Instagram, still doesn’t show in notifications settings &amp; I don’t get any notifications ☹️",@333299 Thanks for letting us know. Are any other apps also experiencing the same notification issue?,device_functionality_issue,0.4266,1.0,7,ESCALATE,Device-specific troubleshooting required,@333299 Thanks for letting us know. Are any other apps also experiencing the same notification issue?
589545,Why my phone charge so damn slow @115858,@259389 Let's get to work on this for you. How long is it taking to charge? Are you using Apple devices to charge your phone?,battery_issue,0.6997,0.417,9,AUTO-HANDLE,High-confidence historical match,@540844 Are you using the cable and wall adapter that came with your iPhone 8? Meet us in DM to discuss further. https://t.co/GDrqU22YpT
2133500,my battery keeps dropping 1% every few seconds @115858 fix ur phones wtf,@627749 We'd love to help! Send us a DM with which version of iOS you're using to get started. https://t.co/GDrqU22YpT,battery_issue,0.4993,0.2634,1,ESCALATE,Low intent confidence,"@790735 Let us help! Can you tell us which device, and software version you're currently using?"
715646,"@116333 IOS 11.0.2, IPad Pro &amp; IPhone 8 Plus work intermittently with wi-fi.  with AT&amp;T for two days to see why service is bad. Bad Apple",@291238 We'd like to work on your Wi-Fi connection. DM us and we'll get started. https://t.co/GDrqU22YpT,software_update_issue,0.3898,0.2846,5,ESCALATE,Low intent confidence,"@275664 Thank you for that information. May we ask what type of headphones you're using with your device? Wired or wireless headphones? Also, have you connected with other wireless devices?"
382437,"@AppleSupport after performing a network reset on my iPhone X, I am still being told that my device is sending duplicate text messages.",@124021 Let's get to the bottom of why these messages are duplicating. Was it the same message each time or does it change?,connectivity_issue,0.442,0.2287,3,ESCALATE,Low intent confidence,@448324 Is the issue happening to multiple contacts? Would you please tell us more about the issue?
1691849,"@AppleSupport why don’t I have the TV and News app on my iPhone, it’s running on the latest iOS 11 software? https://t.co/3RVcubzCAU",@513549 Let's see what's going on. Send us a DM with the country you're located in. https://t.co/GDrqU22YpT,software_update_issue,0.4962,0.4007,7,ESCALATE,Low intent confidence,"@229516 If you sign into your email account from a web browser, do those deleted emails show up in the inbox or in the trash?"
2320045,Got a new phone and still not able to get my ringtones back @AppleSupport 🤬🤬🤬🤬,@618649 Thanks for reaching out to us. We are always happy to help. What's going on with your ringtones? Are you referring to ones you purchased from the iTunes Store?,information_or_how_to,0.2013,1.0,3,ESCALATE,Low intent confidence,@618649 Thanks for reaching out to us. We are always happy to help. What's going on with your ringtones? Are you referring to ones you purchased from the iTunes Store?
506583,"@AppleSupport my phone won’t charge, send help","@236240 We're here to help get that iPhone charging again. Have you had a chance to check out https://t.co/uqxquyfdn0 ? If not, give those steps a try and let us know what happens.",battery_issue,0.5281,1.0,7,ESCALATE,Low intent confidence,"@236240 We're here to help get that iPhone charging again. Have you had a chance to check out https://t.co/uqxquyfdn0 ? If not, give those steps a try and let us know what happens."
1999584,@AppleSupport really annoying when the emails disappear from your phone but not deleted them 😡,@336671 We'd like to make sure your messages are being saved normally. Send us a DM and let us know what type of email account you use. https://t.co/GDrqU22YpT,general_support,0.2741,1.0,9,ESCALATE,Intent is too broad or unclear,@336671 We'd like to make sure your messages are being saved normally. Send us a DM and let us know what type of email account you use. https://t.co/GDrqU22YpT
1691669,@115858 maybe time to open a severity 1 ticket to fix the god damn I️ issue,@513498 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,0.2027,0.391,6,ESCALATE,Intent is too broad or unclear,@510092 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2343702,"@AppleSupport why am I no longer able to move an app from a folder to my iPhone desktop? I can drag out of the folder, but nothing ever happens. iOS update issue?",@677825 We want to help. Would you send us a screen recording of what happens when you try to drag out the app? Here's how to do that: https://t.co/4LuYBB7Kns,software_update_issue,0.5065,0.3114,8,ESCALATE,Low intent confidence,"@396520 This occurs when trying to download any app, correct? Let's dig into this deeper over DM: https://t.co/GDrqU22YpT"
1364804,@AppleSupport is this legit or phishing? https://t.co/DvXp1Oag5k https://t.co/ibrMcCdxDE,@437765 Great question. Those are not legitimate messages from Apple. Our page here can help: https://t.co/V2QRdtocGo DM us if needed. https://t.co/GDrqU22YpT,general_support,0.4505,1.0,17,ESCALATE,Intent is too broad or unclear,@437765 Great question. Those are not legitimate messages from Apple. Our page here can help: https://t.co/V2QRdtocGo DM us if needed. https://t.co/GDrqU22YpT
720604,@AppleSupport Thx Apple,@292467 You're welcome. Please feel free to contact us back if you have any other questions or concerns.,general_support,0.2947,0.9549,8,ESCALATE,Intent is too broad or unclear,@713101 We've gotten your DM and will continue with you there! Be on the lookout for our reply. Thank you!
2793218,@AppleSupport Using an iPhone 7 and running iOS 11 1.2 yeah they are slow on both,@421846 Alright. Restart your device as our article explains: https://t.co/OWRDHWSt4h DM us if this continues. https://t.co/GDrqU22YpT,software_update_issue,0.8016,0.5942,12,AUTO-HANDLE,High-confidence historical match,"@497272 Got it. Send us a DM, and we'll continue with you from there. https://t.co/GDrqU22YpT"
1386731,"@AppleSupport i used Home with stable versions, but didn‘t have a look if that message occured then. I‘ll come back to you when 11.2 is released.",@442678 We'll be here.  Just let us know the results in DM once you've had a chance to test. https://t.co/GDrqU22YpT,general_support,0.2389,0.1704,2,ESCALATE,Intent is too broad or unclear,"@__Gallis__ You're more than welcome, anytime. Have a great day."
649799,@AppleSupport Can the series 3 cellular Apple Watch receive texts/calls from your number when your iPhone is out of battery?,"@274465 When your iPhone is off or out of range, your Apple Watch can use Wi-Fi networks that you've connected to previously on your iPhone to send and receive messages. Learn more here: https://t.co/xZKvlmfdD9",battery_issue,0.4619,1.0,2,ESCALATE,Low intent confidence,"@274465 When your iPhone is off or out of range, your Apple Watch can use Wi-Fi networks that you've connected to previously on your iPhone to send and receive messages. Learn more here: https://t.co/xZKvlmfdD9"
1688533,@AppleSupport This didn’t work.,@512725 We'd like to discuss this further. Please join us in a DM and tell us which iOS version the iPhone is running. https://t.co/GDrqU22YpT,general_support,0.4344,1.0,20,ESCALATE,Intent is too broad or unclear,@666521 We'd like to look into this further. Please click here to connect with us in DM: https://t.co/GDrqU22YpT
1526060,"In other news, what’s up with the a in the box thingy @AppleSupport??? I️ know I’m late but why!!!",@473943 We're happy to help. Reach us via DM to continue. https://t.co/GDrqU22YpT,information_or_how_to,0.5969,0.3958,16,ESCALATE,Low intent confidence,@266466 We can definitely understand your concern. DM us and we'll take it from there. https://t.co/GDrqU22YpT
357398,"@AppleSupport Downloaded iOS 11 and ever since then my apps freeze and quit, my phone freezes every so often and restarts. I also can’t open up my camera","@200871 We know how important it is to get your phone up and running. To start, can you tell us which iPhone you're using?",performance_freezing,0.51,0.3334,4,ESCALATE,Device-specific troubleshooting required,"@561676 Due to security &amp; privacy improvements, downgrading is not supported. We can work together to troubleshoot the issue. DM us. https://t.co/GDrqU22YpT"
327626,@AppleSupport Is there a reason my iPhone 8+ keeps turning the WiFi back on after I turn it off?,@194104 Glad you reached out. Please check out this link that shows some changes we made in iOS 11 https://t.co/vzVz37YMv0,connectivity_issue,0.7674,0.4241,7,AUTO-HANDLE,High-confidence historical match,@421629 We're happy to help. Are you turning your Bluetooth and Wi-Fi off in the Settings app or using the Control Center?
1470014,@115858 IT WOULD BE SO VERY NICE IF I COULD CHRAGE MY FUCKING PHONE https://t.co/Ane6Rvgjuc,@461196 We want to help. Are you using an Apple branded charging cable?,other,0.5299,0.4631,8,ESCALATE,Intent is too broad or unclear,@459892 What seems to be happening with your iPhone? Tell us more via DM. We'd love to help lend a hand. https://t.co/GDrqU22YpT
2888371,@115858 why the fuck did you charge my card $15.99 for?,"@538860 It's important that you're able to recognize the charges you receive, and we'll do all we can to help you get to the right place for help with that. Let us know in DM if this charge appears to be from the iTunes Store: https://t.co/GDrqU22YpT",battery_issue,0.3897,1.0,2,ESCALATE,Low intent confidence,"@538860 It's important that you're able to recognize the charges you receive, and we'll do all we can to help you get to the right place for help with that. Let us know in DM if this charge appears to be from the iTunes Store: https://t.co/GDrqU22YpT"
2143387,Ok so this business with the ? in a box when I️ type an I️ is absolutely annoying @115858 are we working on this???,@630172 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,0.4674,0.3037,15,ESCALATE,Intent is too broad or unclear,@526300 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
487934,How can a phone’s battery go down when it’s on charge!? 🙃 good job @115858,@231140 We're happy to work on resolving this issue for you. Are you charging the device using the Apple charger that came with it? DM the answer below. https://t.co/GDrqU22YpT,battery_issue,0.9898,1.0,13,AUTO-HANDLE,High-confidence historical match,@231140 We're happy to work on resolving this issue for you. Are you charging the device using the Apple charger that came with it? DM the answer below. https://t.co/GDrqU22YpT
2146484,@115858 y’all need to FIX THAT SHIT ???????????,@630983 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,0.8814,1.0,13,ESCALATE,Intent is too broad or unclear,"@594074 We've released an update which should fix this issue. To install this version, iOS 11.1.2, make sure to create a backup and update using the steps here: https://t.co/80YRnjDFDk

DM us if we can help with anything else! https://t.co/GDrqU22YpT"
2518347,@AppleSupport My phone updated last night to the latest,"@717355 Great, did restarting your device help resolve the issue?",software_update_issue,0.8931,1.0,12,AUTO-HANDLE,High-confidence historical match,"@717355 Great, did restarting your device help resolve the issue?"
1815211,I updated the iPad and now the Bluetooth don’t work 🤦🏽‍♂️ @AppleSupport,@545280 We'd like to help. DM us what happens when you try and use your Bluetooth on your iPad and we'll continue support there. https://t.co/GDrqU22YpT,connectivity_issue,0.4269,1.0,4,ESCALATE,Low intent confidence,@545280 We'd like to help. DM us what happens when you try and use your Bluetooth on your iPad and we'll continue support there. https://t.co/GDrqU22YpT
2665298,Ontem a bateria do meu iPhone 8 plus carregou só até 96% e hoje não passou dos 80%. Problema do aparelho ou iOS? Você já foi melhor @115858,"@750939 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",software_update_issue,0.2025,0.259,4,ESCALATE,Low intent confidence,"@740295 Since our Twitter support is available in English, get help at: https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
1830275,Hey @115858 can you PLEASE update iOS so my Bluetooth stops disconnecting from my car every five minutes?,@549235 We can offer some assistance. Which device are you having this issue with? Let us know in DM and we'll continue there. https://t.co/GDrqU22YpT,software_update_issue,0.6542,1.0,5,AUTO-HANDLE,High-confidence historical match,@549235 We can offer some assistance. Which device are you having this issue with? Let us know in DM and we'll continue there. https://t.co/GDrqU22YpT
1033253,Since updating my iPhone 6 to iOS 11.0.3 @115858 I’ve had nothing but trouble. Very glitchy slow and annoying! And phone overheats! 😅Any updates coming?,@364461 We can look into these issues with you. Can you please message us in DM? https://t.co/GDrqU22YpT,software_update_issue,0.9844,0.2677,19,ESCALATE,Low historical similarity,@588519 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT
2355155,@AppleSupport My MBP doesn’t connect to any Wi-Fi after the High Sierra update. Plese help.,"@680421 We're here to help. Are you able to see networks? If so, what error, if any, do you get when trying to join one? 

Also if you fully power your Mac off and then on again, does the issue persist?",connectivity_issue,0.6314,0.4678,11,AUTO-HANDLE,High-confidence historical match,@579882 We want to get you a resolution. Restart your device. If this doesn't work let us know in DM if this has ever worked for you. https://t.co/GDrqU22YpT
2732888,"Dear @115858 , your iOS 11 update is a total shit!! My iphone 7 is very slow, and sometimes the screen freezes in some apps!!!!",@766041 That is not the experience we want you to have.  We want to help.  Send us a DM and let us know if you are updated to the newest version iOS 11.1.2. https://t.co/GDrqU22YpT,software_update_issue,0.8716,1.0,14,AUTO-HANDLE,High-confidence historical match,@766041 That is not the experience we want you to have.  We want to help.  Send us a DM and let us know if you are updated to the newest version iOS 11.1.2. https://t.co/GDrqU22YpT
1750420,@115858 tryna make us upgrade to X by making this i️ glitch but guess what? 👁 will use this 👁 to replace every 👁 that 👁 use. #FixitJesus,@527509 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,0.313,0.326,9,ESCALATE,Intent is too broad or unclear,@506217 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2691890,"@AppleSupport There’s times also it randomly restarts even with not listening to music, just actually using the phone.",@756702 Let's look into some more options here. Please send us a DM with the current country you're in. https://t.co/GDrqU22YpT,performance_freezing,0.3906,0.2565,4,ESCALATE,Device-specific troubleshooting required,@223292 That's not what we'd expect you to experience and we'd like to sort that out if possible. When did you start seeing this happen?
810382,@AppleSupport I bought this phone in March too... all the problems started with iOS11,"@313084 Thanks for the additional details, can you confirm what apps you have been having issues with via DM? https://t.co/GDrqU22YpT",performance_freezing,0.2298,0.2661,2,ESCALATE,Device-specific troubleshooting required,"@553716 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT"
2320100,@AppleSupport Never mind I got the new iOS 11.2 beta 3 and everything is fine. Thanks tho,"@672419 Great, we're happy to hear it. If you need anything else in the future, just let us know.",software_update_issue,0.602,0.3146,8,ESCALATE,Low historical similarity,"@433776 Let's meet in DM to continue, please. https://t.co/GDrqU22YpT"
1955615,"@AppleSupport hi apple, tell Tim Cook I hate him and this stupid IOS update. Today’s new bug is that I can’t make phone calls",@580428 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,software_update_issue,0.6554,1.0,6,AUTO-HANDLE,High-confidence historical match,@580428 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
875924,@AppleSupport iPhone 7+.,@327970 Thank you. Reach out to us in DM and let us know when you completed the most recent update please. https://t.co/GDrqU22YpT,general_support,0.4914,1.0,20,ESCALATE,Intent is too broad or unclear,@446868 Got it! Which version of iOS 11 are you running? What happens when you try to make calls?
1078284,@AppleSupport hey apple! Ios 11.0.3 is absorbing my battery. When new release will come?,"@374372 Let us know via DM the device you have, then we can look in to this with you from there. https://t.co/GDrqU22YpT",battery_issue,0.8227,0.3749,4,ESCALATE,Low historical similarity,@607652 We want help. Look here for a few tips to help with your battery: https://t.co/bivpdfBNJ6 DM us if you're still having trouble. https://t.co/GDrqU22YpT
845801,the newest update messed up my phone and i’m not happy about it @AppleSupport,@321034 We are glad to help. What issue are you having with your iPhone?,software_update_issue,0.6486,0.5426,17,AUTO-HANDLE,High-confidence historical match,@515504 We'll do all we can to assist. Can you give us some details as to the issues you're having?
629757,@115858 my alarm clock  hasn't worked in weeks and neither do third party alarm clock apps A BITCH GOTTA WAKE UP CAN U FIX THIS,"@269192 It’s important for you to be able to rely on your alarms! Let’s go through some troubleshooting to see what we can find out. To start, which version of iOS are you running currently? This can be located in Settings &gt; General &gt; About.",app_or_itunes_issue,0.2045,1.0,4,ESCALATE,Low intent confidence,"@269192 It’s important for you to be able to rely on your alarms! Let’s go through some troubleshooting to see what we can find out. To start, which version of iOS are you running currently? This can be located in Settings &gt; General &gt; About."
981665,@AppleSupport my iPhone 7+ has said “no service” for two days AND I JUST REALLY WANNA EXPLODE !!!!,@352754 We'd be happy to assist with your iPhone today. Send us a DM to get started. https://t.co/GDrqU22YpT,general_support,0.2658,0.4087,18,ESCALATE,Intent is too broad or unclear,@439957 Understood. Do you have a Mac as well? Let us know in DM. https://t.co/GDrqU22YpT
249329,"@AppleSupport having issues tracking my order, keep getting “something went wrong with your request” message.","@175238 We can understand wanting to track your order. If you're running into issues, we’d like to get you in touch with our Apple Online Store team for further assistance. You can reach out to them here: https://t.co/RmFSlCBcIE",information_or_how_to,0.2582,0.2938,2,ESCALATE,Low intent confidence,"@764691 Great question! To verify that this album is still showing in your past purchases and can be downloaded again at no cost, you'll want to follow the steps in the following guide. Let us know if you have any questions: https://t.co/I39AyMJNgb"
1280655,@AppleSupport Hello. I cant download the photos from my phone to my computer since the last update. Can you help? Thanks.,@419643 We'll be happy to help. DM us what kind of computer and OS you have and we'll continue support there. https://t.co/GDrqU22YpT,software_update_issue,0.489,1.0,4,ESCALATE,Low intent confidence,@419643 We'll be happy to help. DM us what kind of computer and OS you have and we'll continue support there. https://t.co/GDrqU22YpT
1702931,"@AppleSupport Which I understand could be part of the issue, but is it a lot to ask that the app be able to handle that. least not get worse with updates",@516262 Let's move to DM for a closer look. Are you able to sync the episodes through iTunes? https://t.co/GDrqU22YpT,app_or_itunes_issue,0.3896,0.0,0,ESCALATE,Low intent confidence,
925056,My 3 month old iPhone shouldn't be restarting 5 times a day. Fix that shit @115858,"@339517 We want to help you with your iPhone. DM us, and we can look into this. https://t.co/GDrqU22YpT",other,0.3821,0.401,13,ESCALATE,Intent is too broad or unclear,"@463009 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
2953790,@AppleSupport hey!!! Thanks for the root fix on MacOS ! Appreciate. Any plans to provide a patch to stop MBP freezing twice a day ? Once a day would be nice. At least.,@640620 Let's make sure your MacBook Pro is ready to handle all the work you need to get done today. Could you let us know a bit more about when it becomes unresponsive? What apps are you using with this happens? How are you able to regain functionality?,performance_freezing,0.2783,0.2516,2,ESCALATE,Device-specific troubleshooting required,@197621 Does it happen when using the device or one app specifically? Any improvement on another Wi-Fi network?
851689,@AppleSupport I’m facing Bluetooth connectivity issues after updating to iOS 11 &amp;?after 11.0.3 things have gone even bad.Batt issues as well,@322312 We'd be happy to look into this with you. Can you tell us more about your Bluetooth issues to start?,software_update_issue,0.7507,1.0,13,AUTO-HANDLE,High-confidence historical match,@322312 We'd be happy to look into this with you. Can you tell us more about your Bluetooth issues to start?
2492408,@AppleSupport still no reply waiting reply from apple support?????,@711549 Hey there! We've received your DM and will join you there shortly. Thanks!,general_support,0.3646,0.6805,19,ESCALATE,Intent is too broad or unclear,"@296334 Yes, you can use compatible third-party Bluetooth headphones with your Apple Watch. Read more here: https://t.co/HcGr7FXkSp"
2420772,"I really hate you right now,@115858. This update has ruined my phone- freezes and crashes every 5 seconds 😡😡😡",@695382 We want to help get any issues you're having with your phone sorted out. Let's talk in DM. https://t.co/GDrqU22YpT,software_update_issue,0.437,1.0,16,ESCALATE,Low intent confidence,@695382 We want to help get any issues you're having with your phone sorted out. Let's talk in DM. https://t.co/GDrqU22YpT
1938445,@115858 you need to fix IOS... fucking I all versions of 11 to date FUCKING SUCK.. my screen does not respond to touch. STF,"@576630  We want that screen up and running as expected. If you'll allow, we'll take a closer look. Can you DM us the device model? https://t.co/GDrqU2kzhr",device_functionality_issue,0.3809,1.0,2,ESCALATE,Device-specific troubleshooting required,"@576630  We want that screen up and running as expected. If you'll allow, we'll take a closer look. Can you DM us the device model? https://t.co/GDrqU2kzhr"
1458826,@115858 Say hello to activation server errors.,@592495 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,other,0.2916,0.3903,3,ESCALATE,Intent is too broad or unclear,"@588933 DM us the device you’re using, and the software version it’s on. We’ll meet you there to begin looking into this. https://t.co/GDrqU22YpT"
2686057,So @115858 comes out w these software updates to purposely like freeze my phone. I’ve had no problems before the new software download,@755362 We'd like to see what we can do to assist. What version of iOS are you currently running?,software_update_issue,0.4003,1.0,14,ESCALATE,Low intent confidence,@755362 We'd like to see what we can do to assist. What version of iOS are you currently running?
1900037,"@AppleSupport IOS11.0.3
when i ask siri show all alarms the screen is blank but he tells me which alarms. i use to see the alarms b 4 ios11 https://t.co/NoWHKQUQ9l",@566236 We'd be happy to look into what's going on. Which device are you seeing this on?,device_functionality_issue,0.2863,0.2847,2,ESCALATE,Device-specific troubleshooting required,@555994 We'll gladly help. Which iOS version is installed? Let us know in DM. https://t.co/GDrqU22YpT
